,0,1,2,3,4
0,-6.339786388151502,1.8129125096622394,1.0892827124603681,-0.0071579015309496275,-0.00010074700521205728
1,-5.736515713311494,1.2923651179458338,0.6047973143011938,0.0004376271492497859,5.034790330618193e-06
2,-5.184472664883012,0.8701027662691655,0.1935237083343012,0.0036891913865856147,5.661037228159963e-05
3,-4.675879581179795,0.5314600291126441,-0.15554023888351554,0.0034656577426442747,6.877688193381392e-05
4,-4.204124133342394,0.2639724307856561,-0.45174663628217976,0.0005093392427512896,5.3698315274206684e-05
5,-3.763584503521933,0.057046321945784934,-0.7030450768885338,-0.0045449572496813855,2.129250174121302e-05
6,-3.127709795255058,-0.3056736418222281,-0.48151847475086607,0.007931786975096822,3.0129334404299836e-05
7,-2.6990158550626138,-0.4516939992778231,-0.5898143143979235,0.003415380767444087,-6.1393983524905905e-06
8,-2.2892374601246575,-0.5603107620787328,-0.6705866521552343,-0.0017894799919790437,-4.041082391891471e-05
9,-1.8954355264662235,-0.6370500314972924,-0.7279862266336612,-0.007338609216189665,-6.89224567046518e-05
10,-1.51511037923142,-0.6866077387064761,-0.765541492039327,-0.012935269431712996,-8.893982801494514e-05
11,-0.6040289509193719,-1.2198343903128046,0.2762858115432482,0.02833052628651551,2.5003037590069757e-05
12,-0.19531375806417692,-1.2724781364394375,0.36646454425851566,0.02761531556572684,3.8007963337799035e-05
13,0.20539860792880757,-1.308201559551243,0.46877035898208036,0.027524755720663034,6.288944925026947e-05
14,0.5062909151675496,-1.2240714728275492,0.4636565889339494,0.01977428448401569,4.006463287241035e-05
15,0.7483576321559531,-1.0622351683860969,0.4178710912629226,0.008010685649774607,-1.6183649853044932e-05
16,0.9911185295716191,-0.8998222625776966,0.37193394716048955,-0.002101082738269213,-5.0536819062278605e-05
17,1.234583561925915,-0.7368241596893823,0.325842921067939,-0.010532380265712462,-6.618286517426212e-05
18,1.4787628496671237,-0.5732321200321753,0.2795957400323432,-0.0172540786567313,-6.637047701894193e-05
19,1.7236666819952784,-0.4090372574974771,0.23319009307198582,-0.022236553478653755,-5.441008601261423e-05
20,1.969305519725059,-0.24423053707178674,0.1866236305309645,-0.025449675705608424,-3.36749277213216e-05
21,2.2156899981971665,-0.07880277230928989,0.13989396342285715,-0.02686280313865432,-7.602121731672113e-06
22,2.462830930239296,0.08725537723858104,0.09299866276321053,-0.02644477168013671,2.0306230144900738e-05
23,2.710739309177364,0.2539534086372373,0.04593525889069691,-0.024163886459623543,4.648192706806852e-05
24,2.959426311898019,0.4213009782275188,-0.0012987592232871683,-0.019987912809069076,6.728953328483006e-05
25,3.2089033019630255,0.5893079043293553,-0.04870594467672388,-0.013884067084446719,7.902522286428594e-05
26,3.459181832776789,0.757984169991511,-0.09628889335104698,-0.005819007331452289,7.791560487863426e-05
27,3.7102736508075758,0.927339925787988,-0.14405024463733151,0.004241176207548862,6.011652854727128e-05
28,3.962190698863491,1.097385492661953,-0.19199268217482054,0.016330970747952905,2.1711867952913906e-05
29,4.214945119424237,1.2681313648180759,-0.24011893460202857,0.03048545078144276,-4.12877137252473e-05
30,4.468549258029371,1.4395882126639463,-0.28843177632058703,0.04674028806145991,-0.0001329460212530356
