,Bus_age_Total,Bus_age_10-20,Bus_age_2-5,Bus_age_5-10,Bus_age_GT_20,Bus_age_LT_2,Bus_Diesel,Bus_Petroleum,Bus_LPG,Bus_Natural_Gas,Bus_Electricity,Car_age_Total,Car_age_10-20,Car_age_2-5,Car_age_5-10,Car_age_GT_20,Car_age_LT_2,Car_Diesel,Car_Petroleum,Car_motor_Total,Car_Renewable,GDP per capita,Population,Population_density,Pop_age_0-14,Pop_age_15-24,Pop_age_25-49,Pop_age_50-64,Pop_age_65-79,Pop_age_GT_80,Modal_Share_Bus,Modal_Share_Car,Modal_Share_Train,pm10_concentration,pm25_concentration,no2_concentration,Bus_motor_Total,lag
1,,,1.691244944501836,1.5316075432421314,,-3.4594357786181362,,,,,,,,1.691244944501836,1.5316075432421314,,-3.4594357786181362,0.7030667897658986,-0.6885910235531512,200308.0,-0.014475766212754593,800.0,,,,,,,,,-0.5,-0.10000000000000853,0.6000000000000014,-3.0291521824926946,-2.696545454545456,-2.0744760442260457,,1
2,,0.1859407830215467,-3.906167981897017,0.42796081216393844,0.008361404814032802,3.283904981897514,0.29742237715908004,0.010417718486973402,-0.22198214849213738,-0.0013343480914411732,-0.0845235990624924,,0.1859407830215467,-3.906167981897017,0.42796081216393844,0.008361404814032802,3.283904981897514,0.12234316865496453,-0.2107527054496643,53613.0,0.08840953679469976,-10.0,,0.7999999999999972,-0.09999999999999964,-0.1999999999999993,-0.29999999999999716,0.3000000000000007,0.20000000000000107,0.0,0.0,0.10000000000000853,-0.10000000000000142,-1.8990363714163507,-2.6732375366568917,-0.8838875921375937,7.0,1
3,8.262054645839789e-05,0.9440699020724885,0.3269068556048218,-2.99020142828941,-0.19752684004752918,1.9167515106596227,0.6254908811773277,-0.0003039670447984033,-0.7801519005243054,0.09591669319641438,0.05904829319540106,8.262054645839789e-05,0.9440699020724885,0.3269068556048218,-2.99020142828941,-0.19752684004752918,1.9167515106596227,0.11059647125902217,-0.0644743858037522,53127.0,-0.04612208545527352,130.0,77140.0,1.2000000000000028,0.0,-0.09999999999999964,-0.29999999999999716,0.3000000000000007,0.09999999999999964,0.0,0.0,0.19999999999998863,-0.09999999999999964,0.8565473684210545,0.6033899430740011,1.161208507089242,94.0,1
4,0.00018079247363819717,-1.926759935402238,-1.2721815572498087,0.41284415487794135,-0.03618757536777917,2.822284913141882,0.49105970876323113,0.0097175306998415,-0.5629932013564165,-0.02855635360728237,0.09077231550059728,0.00018079247363819717,-1.926759935402238,-1.2721815572498087,0.41284415487794135,-0.03618757536777917,2.822284913141882,0.04688160327783564,-0.09020003076137328,73509.0,0.0433184274835412,350.0,115545.0,1.0999999999999943,0.0,-0.10000000000000142,-0.30000000000000426,0.3000000000000007,0.09999999999999964,-0.09999999999999964,0.0,-0.09999999999999432,0.0,-2.083164839934888,-0.46814705882352925,-1.526944870725604,146.0,1
5,0.000561380264250802,-0.458684880139284,2.226329181732954,-4.07205035489487,-0.19124146243471252,2.4956475157359037,0.7297442078478866,-0.0005356903709655969,-0.47341636534083253,-0.17557251908396942,-0.0802196330520959,0.000561380264250802,-0.458684880139284,2.226329181732954,-4.07205035489487,-0.19124146243471252,2.4956475157359037,-0.22857086593567288,0.17253391408702257,77021.0,0.056036951848660976,710.0,72394.0,0.7999999999999972,0.09999999999999964,-0.1999999999999993,-0.29999999999999716,0.3999999999999986,0.09999999999999964,0.0,0.09999999999999964,0.0,-0.09999999999999964,0.21153468642611628,-0.5691764705882374,0.23519999999999897,131.0,1
6,0.0002826427432836981,-1.3537946960648917,2.382610616332272,-2.4279170684377718,-0.13293922170572348,1.532040369876139,0.9877565102331403,-0.00032423224106960247,-0.9420537742774396,-0.1433817014451111,0.09800319773047028,0.0002826427432836981,-1.3537946960648917,2.382610616332272,-2.4279170684377718,-0.13293922170572348,1.532040369876139,-0.3871786322188626,0.32470131605335695,80274.0,0.06247731616549146,880.0,49402.0,0.29999999999999716,0.0,-0.3000000000000007,-0.30000000000000426,0.3999999999999986,0.09999999999999964,0.0,-0.9000000000000004,0.5,0.40000000000000036,1.5351669956140341,1.214176470588237,-1.6240918099918105,81.0,1
7,0.000784140402436101,-0.856217097252582,2.1901306513947247,-2.3554236789389726,-0.07945768178433532,1.10096780658116,0.705345483830456,-0.0004359117618771974,-0.8187208314651636,0.06161475304479436,0.05219650635180373,0.000784140402436101,-0.856217097252582,2.1901306513947247,-2.3554236789389726,-0.07945768178433532,1.10096780658116,-0.3338060141784851,0.24863848974022673,60696.0,0.08516752443826192,590.0,36508.0,0.5,0.0,-0.29999999999999893,-0.29999999999999716,0.3000000000000007,0.10000000000000142,0.09999999999999964,-0.1999999999999993,0.09999999999999432,0.0,-3.176472439162419,-2.6416176470588226,-0.8711639139139109,111.0,1
8,-0.0014879496861242014,-1.3853826640756548,2.7257832097673074,1.6541669773833725,0.012435195983389047,-3.0070027190584234,-0.08955333822844125,-0.009595560260823702,-0.00856116748464672,-0.015511973488199438,0.12322203946208465,-0.0014879496861242014,-1.3853826640756548,2.7257832097673074,1.6541669773833725,0.012435195983389047,-3.0070027190584234,-0.30641177386601726,0.16301276521198815,52279.0,0.1433990086540362,-3080.0,42289.0,0.0,0.0,-0.20000000000000107,-0.20000000000000284,0.3000000000000007,-0.10000000000000142,0.2999999999999998,0.29999999999999893,3.4000000000000057,-3.5999999999999996,-0.5747741935483894,-0.5442058823529408,-2.3232622879889213,-88.0,1
9,0.0004060537532760006,-0.706771061418447,2.1779866941550416,1.3513513513513509,-0.1276518521399903,-2.694915131947951,0.3799363526667605,0.009661702080479301,-0.0010449591465127028,-0.3963122852069305,0.007759189606218131,0.0004060537532760006,-0.706771061418447,2.1779866941550416,1.3513513513513509,-0.1276518521399903,-2.694915131947951,-0.5267810371349455,0.22146925796526773,42009.0,0.3053117791696778,1870.0,31600.0,0.5,0.0,-0.1999999999999993,-0.19999999999999574,0.1999999999999993,-0.09999999999999964,0.2999999999999998,-0.29999999999999893,-0.20000000000000284,0.5,0.3371172276764831,-0.14182926829268538,0.40569158878504297,71.0,1
10,,,-13.39544064399746,0.9090348822876848,,-10.65548233412986,,,,,,,,-13.39544064399746,0.9090348822876848,,-10.65548233412986,3.40696158425051,-3.1637635216486153,142164.0,-0.24319806260189836,-5100.0,,,,,,,,,3.4000000000000004,-1.5999999999999943,-1.8000000000000007,10.723297826086958,6.22206736353078,9.985753161077518,,1
