Country,Year,Bus_age_Total,Bus_age_10-20,Bus_age_2-5,Bus_age_5-10,Bus_age_GT_20,Bus_age_LT_2,Bus_Diesel,Bus_Petroleum,Bus_LPG,Bus_Natural_Gas,Bus_Electricity,Car_age_Total,Car_age_10-20,Car_age_2-5,Car_age_5-10,Car_age_GT_20,Car_age_LT_2,Car_Diesel,Car_Petroleum,Car_motor_Total,Car_Renewable,GDP per capita,Population,Population_density,Pop_age_0-14,Pop_age_15-24,Pop_age_25-49,Pop_age_50-64,Pop_age_65-79,Pop_age_GT_80,Modal_Share_Bus,Modal_Share_Car,Modal_Share_Train,pm10_concentration,pm25_concentration,no2_concentration,Bus_motor_Total
Austria,2017.0,0.11348630122542637,18.370831659300922,20.811570912012854,26.77782241864202,2.8927280032141423,31.147047006830054,94.88750502209723,0.040176777822418644,1.9184411410204902,1.717557251908397,1.4363198071514665,0.11348630122542637,18.370831659300922,20.811570912012854,26.77782241864202,2.8927280032141423,31.147047006830054,28.293159770039388,21.500862086915838,4898578.0,50.20597814304478,44260.0,8772865.0,106.8,14.4,11.5,34.6,21.0,13.6,4.9,10.0,78.0,12.0,17.225864583333333,12.553647058823529,19.369190909090907,9956.0
Austria,2017.0,0.11348630122542637,18.370831659300922,20.811570912012854,26.77782241864202,2.8927280032141423,31.147047006830054,94.88750502209723,0.040176777822418644,1.9184411410204902,1.717557251908397,1.4363198071514665,0.11348630122542637,18.370831659300922,20.811570912012854,26.77782241864202,2.8927280032141423,31.147047006830054,28.293159770039388,21.500862086915838,4898578.0,50.20597814304478,1.6,8772865.0,106.8,14.4,11.5,34.6,21.0,13.6,4.9,10.0,78.0,12.0,17.225864583333333,12.553647058823529,19.369190909090907,9956.0
Austria,2018.0,0.11376894396871008,17.017036963236027,23.194181528345123,24.349905350204246,2.7597887815084188,32.67908737670619,95.87526153233038,0.03985254558134901,0.9763873667430508,1.574175550463286,1.5343230048819367,0.11376894396871008,17.017036963236027,23.194181528345123,24.349905350204246,2.7597887815084188,32.67908737670619,27.905981137820525,21.8255634029692,4978852.0,50.26845545921027,45140.0,8822267.0,107.1,14.4,11.2,34.3,21.4,13.7,4.9,9.1,78.5,12.4,18.761031578947367,13.767823529411764,17.745099099099097,10037.0
Austria,2018.0,0.11376894396871008,17.017036963236027,23.194181528345123,24.349905350204246,2.7597887815084188,32.67908737670619,95.87526153233038,0.03985254558134901,0.9763873667430508,1.574175550463286,1.5343230048819367,0.11376894396871008,17.017036963236027,23.194181528345123,24.349905350204246,2.7597887815084188,32.67908737670619,27.905981137820525,21.8255634029692,4978852.0,50.26845545921027,2.0,8822267.0,107.1,14.4,11.2,34.3,21.4,13.7,4.9,9.1,78.5,12.4,18.761031578947367,13.767823529411764,17.745099099099097,10037.0
Austria,2019.0,0.11455308437114613,16.160819865983445,25.384312179739847,21.994481671265273,2.6803310997240835,33.78005518328735,96.58060701616083,0.039416633819471816,0.15766653527788727,1.6357903035080803,1.5865195112337405,0.11455308437114613,16.160819865983445,25.384312179739847,21.994481671265273,2.6803310997240835,33.78005518328735,27.57217512364204,22.074201892709425,5039548.0,50.353622983648535,45730.0,8858775.0,107.6,14.4,10.9,34.0,21.7,13.8,5.0,8.9,78.6,12.4,15.584559139784947,11.126205882352942,16.873935185185186,10148.0
Austria,2019.0,0.11455308437114613,16.160819865983445,25.384312179739847,21.994481671265273,2.6803310997240835,33.78005518328735,96.58060701616083,0.039416633819471816,0.15766653527788727,1.6357903035080803,1.5865195112337405,0.11455308437114613,16.160819865983445,25.384312179739847,21.994481671265273,2.6803310997240835,33.78005518328735,27.57217512364204,22.074201892709425,5039548.0,50.353622983648535,1.3,8858775.0,107.6,14.4,10.9,34.0,21.7,13.8,5.0,8.9,78.6,12.4,15.584559139784947,11.126205882352942,16.873935185185186,10148.0
Austria,2020.0,0.11306513468502193,14.77543720190779,28.110095389507155,23.64864864864865,2.6927662957074725,30.773052464228932,96.4910536779324,0.029821073558648114,0.14910536779324055,1.6202783300198809,1.7097415506958251,0.11306513468502193,14.77543720190779,28.110095389507155,23.64864864864865,2.6927662957074725,30.773052464228932,27.265763349776023,22.237214657921413,5091827.0,50.49702199230257,42650.0,8901064.0,107.6,14.4,10.7,33.8,22.0,13.7,5.3,9.2,82.0,8.8,15.009784946236561,10.582,14.550672897196263,10060.0
Austria,2020.0,0.11306513468502193,14.77543720190779,28.110095389507155,23.64864864864865,2.6927662957074725,30.773052464228932,96.4910536779324,0.029821073558648114,0.14910536779324055,1.6202783300198809,1.7097415506958251,0.11306513468502193,14.77543720190779,28.110095389507155,23.64864864864865,2.6927662957074725,30.773052464228932,27.265763349776023,22.237214657921413,5091827.0,50.49702199230257,-6.7,8901064.0,107.6,14.4,10.7,33.8,22.0,13.7,5.3,9.2,82.0,8.8,15.009784946236561,10.582,14.550672897196263,10060.0
Austria,2021.0,0.11347118843829793,14.068666140489345,30.288082083662193,25.0,2.565114443567482,28.078137332280978,96.87099003059915,0.03948277563912743,0.14806040864672787,1.2239660448129503,1.7175007403020432,0.11347118843829793,14.068666140489345,30.288082083662193,25.0,2.565114443567482,28.078137332280978,26.738982312641074,22.45868391588668,5133836.0,50.80233377147225,44520.0,8932664.0,108.1,14.4,10.5,33.6,22.2,13.6,5.6,8.9,81.8,9.3,15.346902173913042,10.440170731707317,14.956364485981307,10131.0
Austria,2021.0,0.11347118843829793,14.068666140489345,30.288082083662193,25.0,2.565114443567482,28.078137332280978,96.87099003059915,0.03948277563912743,0.14806040864672787,1.2239660448129503,1.7175007403020432,0.11347118843829793,14.068666140489345,30.288082083662193,25.0,2.565114443567482,28.078137332280978,26.738982312641074,22.45868391588668,5133836.0,50.80233377147225,4.4,8932664.0,108.1,14.4,10.5,33.6,22.2,13.6,5.6,8.9,81.8,9.3,15.346902173913042,10.440170731707317,14.956364485981307,10131.0
Belgium,2010.0,,,16.892641439664736,25.909034882287685,,17.422654998151117,,,,,,,,16.892641439664736,25.909034882287685,,17.422654998151117,30.145943896891588,19.294920394238062,5276000.0,50.55913570887035,39420.0,,,,,,,,,12.3,80.2,7.5,26.0702,16.662238095238095,24.942117647058822,
Belgium,2010.0,,,16.892641439664736,25.909034882287685,,17.422654998151117,,,,,,,,16.892641439664736,25.909034882287685,,17.422654998151117,30.145943896891588,19.294920394238062,5276000.0,50.55913570887035,1.8,,,,,,,,,12.3,80.2,7.5,26.0702,16.662238095238095,24.942117647058822,
Belgium,2013.0,,34.88229147458357,18.200258159690208,28.4959124715717,9.293748847501384,9.127789046653144,99.19648927622227,0.7602447617281661,0.006180851721367204,0.018542555164101613,0.018542555164101613,,34.88229147458357,18.200258159690208,28.4959124715717,9.293748847501384,9.127789046653144,31.29197471435578,18.30400900982725,5505100.0,50.404016275816964,39440.0,,368.0,17.0,12.0,33.8,19.6,12.3,5.3,15.1,77.2,7.7,22.765158730158728,14.535255813953487,22.44089411764706,16179.0
Belgium,2013.0,,34.88229147458357,18.200258159690208,28.4959124715717,9.293748847501384,9.127789046653144,99.19648927622227,0.7602447617281661,0.006180851721367204,0.018542555164101613,0.018542555164101613,,34.88229147458357,18.200258159690208,28.4959124715717,9.293748847501384,9.127789046653144,31.29197471435578,18.30400900982725,5505100.0,50.404016275816964,-0.2,,368.0,17.0,12.0,33.8,19.6,12.3,5.3,15.1,77.2,7.7,22.765158730158728,14.535255813953487,22.44089411764706,16179.0
Belgium,2014.0,0.15013183267089056,34.86834266650781,15.71547718336709,29.643750744668175,9.037292982247111,10.735136423209818,99.24510215085974,0.6949853214307111,0.0,0.01797375831286322,0.04193876939668085,0.15013183267089056,34.86834266650781,15.71547718336709,29.643750744668175,9.037292982247111,10.735136423209818,31.047050060074955,18.56394893897423,5584690.0,50.38900100095082,39960.0,11180840.0,369.6,17.0,11.9,33.6,19.7,12.5,5.3,11.5,80.4,8.2,20.532149999999998,13.580853658536586,20.482754716981134,16691.0
Belgium,2014.0,0.15013183267089056,34.86834266650781,15.71547718336709,29.643750744668175,9.037292982247111,10.735136423209818,99.24510215085974,0.6949853214307111,0.0,0.01797375831286322,0.04193876939668085,0.15013183267089056,34.86834266650781,15.71547718336709,29.643750744668175,9.037292982247111,10.735136423209818,31.047050060074955,18.56394893897423,5584690.0,50.38900100095082,1.3,11180840.0,369.6,17.0,11.9,33.6,19.7,12.5,5.3,11.5,80.4,8.2,20.532149999999998,13.580853658536586,20.482754716981134,16691.0
Belgium,2015.0,0.15196746114760573,33.483632956608304,13.931018328746267,30.462024945833576,8.965274931194003,13.158048837617848,99.25214933458957,0.6889647862442586,0.0,0.017665763749852785,0.041220115416323165,0.15196746114760573,33.483632956608304,13.931018328746267,30.462024945833576,8.965274931194003,13.158048837617848,30.618269784896274,19.00575391390305,5662059.0,50.37597630120067,40310.0,11237274.0,371.8,17.0,11.8,33.3,19.9,12.6,5.4,10.9,81.1,8.0,20.5008,12.613634146341463,19.967055555555557,16982.0
Belgium,2015.0,0.15196746114760573,33.483632956608304,13.931018328746267,30.462024945833576,8.965274931194003,13.158048837617848,99.25214933458957,0.6889647862442586,0.0,0.017665763749852785,0.041220115416323165,0.15196746114760573,33.483632956608304,13.931018328746267,30.462024945833576,8.965274931194003,13.158048837617848,30.618269784896274,19.00575391390305,5662059.0,50.37597630120067,0.9,11237274.0,371.8,17.0,11.8,33.3,19.9,12.6,5.4,10.9,81.1,8.0,20.5008,12.613634146341463,19.967055555555557,16982.0
Belgium,2016.0,0.14128578105946565,33.558600838495714,14.842625617921282,30.511232088104624,9.260997434453413,11.826544021024969,99.18796424524739,0.742792395820219,0.0,0.02517940324814302,0.04406395568425028,0.14128578105946565,33.558600838495714,14.842625617921282,30.511232088104624,9.260997434453413,11.826544021024969,29.6592810137749,19.947247496724994,5731292.0,50.393471489500094,40590.0,11311117.0,373.7,17.0,11.7,33.1,20.0,12.8,5.5,10.5,81.8,7.7,20.239285714285714,12.739558139534886,20.28172222222222,15886.0
Belgium,2016.0,0.14128578105946565,33.558600838495714,14.842625617921282,30.511232088104624,9.260997434453413,11.826544021024969,99.18796424524739,0.742792395820219,0.0,0.02517940324814302,0.04406395568425028,0.14128578105946565,33.558600838495714,14.842625617921282,30.511232088104624,9.260997434453413,11.826544021024969,29.6592810137749,19.947247496724994,5731292.0,50.393471489500094,0.7,11311117.0,373.7,17.0,11.7,33.1,20.0,12.8,5.5,10.5,81.8,7.7,20.239285714285714,12.739558139534886,20.28172222222222,15886.0
Belgium,2017.0,0.1409565258220181,34.86657083932254,16.80519967502031,28.71070558090119,9.049434410349354,10.5680894944066,99.18269835282283,0.722997610964416,0.0,0.0314346787375833,0.0628693574751666,0.1409565258220181,34.86657083932254,16.80519967502031,28.71070558090119,9.049434410349354,10.5680894944066,28.45188576737917,21.123234784845987,5798939.0,50.42487944777484,41030.0,11351727.0,373.6,17.0,11.6,32.9,20.1,12.9,5.5,10.2,81.8,7.9,19.902585365853657,12.173302325581396,20.168499999999998,15906.0
Belgium,2017.0,0.1409565258220181,34.86657083932254,16.80519967502031,28.71070558090119,9.049434410349354,10.5680894944066,99.18269835282283,0.722997610964416,0.0,0.0314346787375833,0.0628693574751666,0.1409565258220181,34.86657083932254,16.80519967502031,28.71070558090119,9.049434410349354,10.5680894944066,28.45188576737917,21.123234784845987,5798939.0,50.42487944777484,1.1,11351727.0,373.6,17.0,11.6,32.9,20.1,12.9,5.5,10.2,81.8,7.9,19.902585365853657,12.173302325581396,20.168499999999998,15906.0
Belgium,2018.0,0.14196493969560617,35.92263008280806,17.32171548634285,26.103077493511307,9.238660239772587,11.413916697565195,99.08005967180507,0.7148184982595723,0.0,0.07458975634012929,0.13053207359522626,0.14196493969560617,35.92263008280806,17.32171548634285,26.103077493511307,9.238660239772587,11.413916697565195,26.715679862527093,22.80216468536401,5848425.0,50.4821554521089,41610.0,11398589.0,375.3,17.0,11.4,32.8,20.1,13.1,5.6,10.2,80.9,8.9,21.194619047619046,12.824395348837209,19.112285714285715,16088.0
Belgium,2018.0,0.14196493969560617,35.92263008280806,17.32171548634285,26.103077493511307,9.238660239772587,11.413916697565195,99.08005967180507,0.7148184982595723,0.0,0.07458975634012929,0.13053207359522626,0.14196493969560617,35.92263008280806,17.32171548634285,26.103077493511307,9.238660239772587,11.413916697565195,26.715679862527093,22.80216468536401,5848425.0,50.4821554521089,1.4,11398589.0,375.3,17.0,11.4,32.8,20.1,13.1,5.6,10.2,80.9,8.9,21.194619047619046,12.824395348837209,19.112285714285715,16088.0
Belgium,2019.0,0.14353780042615266,35.93626467189686,15.891260718846926,24.958949096880133,8.739281153074256,14.47424435930183,98.85008257385773,0.7034069362040491,0.0,0.08563214875527556,0.360878341182947,0.14353780042615266,35.93626467189686,15.891260718846926,24.958949096880133,8.739281153074256,14.47424435930183,24.920135997472915,24.50852398402278,5881874.0,50.57134001850431,42400.0,11455519.0,377.3,16.9,11.4,32.7,20.1,13.3,5.6,10.3,80.7,9.0,19.209613636363635,11.261822222222222,17.96075,16349.0
Belgium,2019.0,0.14353780042615266,35.93626467189686,15.891260718846926,24.958949096880133,8.739281153074256,14.47424435930183,98.85008257385773,0.7034069362040491,0.0,0.08563214875527556,0.360878341182947,0.14353780042615266,35.93626467189686,15.891260718846926,24.958949096880133,8.739281153074256,14.47424435930183,24.920135997472915,24.50852398402278,5881874.0,50.57134001850431,1.9,11455519.0,377.3,16.9,11.4,32.7,20.1,13.3,5.6,10.3,80.7,9.0,19.209613636363635,11.261822222222222,17.96075,16349.0
Belgium,2020.0,0.14299922585841193,36.590398737634274,15.639983006615282,25.350488559810646,8.533106754870426,13.88602294106937,98.681640625,0.701904296875,0.0,0.15869140625,0.457763671875,0.14299922585841193,36.590398737634274,15.639983006615282,25.350488559810646,8.533106754870426,13.88602294106937,23.47296001280545,25.820773183429964,5897488.0,50.706266803764585,40190.0,11522440.0,377.3,16.9,11.4,32.6,20.1,13.4,5.7,8.1,84.6,7.3,17.86953488372093,9.453909090909091,14.207096153846154,16384.0
Belgium,2020.0,0.14299922585841193,36.590398737634274,15.639983006615282,25.350488559810646,8.533106754870426,13.88602294106937,98.681640625,0.701904296875,0.0,0.15869140625,0.457763671875,0.14299922585841193,36.590398737634274,15.639983006615282,25.350488559810646,8.533106754870426,13.88602294106937,23.47296001280545,25.820773183429964,5897488.0,50.706266803764585,-5.2,11522440.0,377.3,16.9,11.4,32.6,20.1,13.4,5.7,8.1,84.6,7.3,17.86953488372093,9.453909090909091,14.207096153846154,16384.0
Bulgaria,2010.0,,,,,,,,,,,,,,,,,,,,2602000.0,,7060.0,,,,,,,,,16.4,80.0,3.6,44.916785714285716,23.847,21.512882352941176,
Bulgaria,2010.0,,,,,,,,,,,,,,,,,,,,2602000.0,,2.2,,,,,,,,,16.4,80.0,3.6,44.916785714285716,23.847,21.512882352941176,
Bulgaria,2013.0,,,,,,,,,,,,,,,,,,,,2910235.0,,7600.0,,66.7,13.8,10.7,34.3,21.7,15.1,4.3,14.0,83.0,2.9,39.64521875,19.142666666666667,16.807,
Bulgaria,2013.0,,,,,,,,,,,,,,,,,,,,2910235.0,,0.9,,66.7,13.8,10.7,34.3,21.7,15.1,4.3,14.0,83.0,2.9,39.64521875,19.142666666666667,16.807,
Bulgaria,2014.0,0.33162143817458295,,,,,,,,,,,0.33162143817458295,,,,,,,,3013863.0,,7760.0,7117453.0,66.3,13.9,10.2,34.3,21.7,15.5,4.5,15.1,82.3,2.6,42.219793103448275,21.549125,18.079764705882354,
Bulgaria,2014.0,0.33162143817458295,,,,,,,,,,,0.33162143817458295,,,,,,,,3013863.0,,2.2,7117453.0,66.3,13.9,10.2,34.3,21.7,15.5,4.5,15.1,82.3,2.6,42.219793103448275,21.549125,18.079764705882354,
Bulgaria,2015.0,0.341551334411617,,,,,,,,,,,0.341551334411617,,,,,,,,3162037.0,,8130.0,7029690.0,66.2,13.9,9.7,34.3,21.6,15.8,4.6,14.6,83.1,2.3,38.471275862068964,22.233857142857143,19.19635294117647,
Bulgaria,2015.0,0.341551334411617,,,,,,,,,,,0.341551334411617,,,,,,,,3162037.0,,4.7,7029690.0,66.2,13.9,9.7,34.3,21.6,15.8,4.6,14.6,83.1,2.3,38.471275862068964,22.233857142857143,19.19635294117647,
Bulgaria,2016.0,0.33673168357627065,,,,,,89.51602495160249,6.4874166487416645,0.13336201333620132,1.9746181974618198,1.8885781888578188,0.33673168357627065,,,,,,39.379138609376355,53.25537732920045,3143568.0,7.3654840614231984,8480.0,6938759.0,64.8,13.9,9.3,34.4,21.4,16.4,4.7,14.1,83.7,2.2,35.46405,22.777000000000005,20.16925,23245.0
Bulgaria,2016.0,0.33673168357627065,,,,,,89.51602495160249,6.4874166487416645,0.13336201333620132,1.9746181974618198,1.8885781888578188,0.33673168357627065,,,,,,39.379138609376355,53.25537732920045,3143568.0,7.3654840614231984,4.4,6938759.0,64.8,13.9,9.3,34.4,21.4,16.4,4.7,14.1,83.7,2.2,35.46405,22.777000000000005,20.16925,23245.0
Bulgaria,2017.0,0.30685370853832344,,,,,,90.24927036983877,5.602602746280082,0.09090474139993303,2.1769293335247117,1.8802928089565092,0.30685370853832344,,,,,,42.15970100501153,50.52029964466374,2770615.0,7.319999350324748,8830.0,6849518.0,64.3,13.9,8.9,34.3,21.3,16.7,4.8,13.1,84.8,2.1,34.35941379310345,18.12025,18.065529411764704,20901.0
Bulgaria,2017.0,0.30685370853832344,,,,,,90.24927036983877,5.602602746280082,0.09090474139993303,2.1769293335247117,1.8802928089565092,0.30685370853832344,,,,,,42.15970100501153,50.52029964466374,2770615.0,7.319999350324748,4.1,6849518.0,64.3,13.9,8.9,34.3,21.3,16.7,4.8,13.1,84.8,2.1,34.35941379310345,18.12025,18.065529411764704,20901.0
Bulgaria,2018.0,0.30807625042582837,,,,,,90.10431758910461,5.2110499372162655,0.16420361247947454,2.5934511735728774,1.9269776876267748,0.30807625042582837,,,,,,43.93405028260301,48.50401593754789,2773325.0,7.561933779849098,9180.0,6757418.0,63.9,14.0,8.6,34.2,21.3,17.1,4.9,12.0,85.8,2.2,33.281862068965516,19.480625,18.45305882352941,20706.0
Bulgaria,2018.0,0.30807625042582837,,,,,,90.10431758910461,5.2110499372162655,0.16420361247947454,2.5934511735728774,1.9269776876267748,0.30807625042582837,,,,,,43.93405028260301,48.50401593754789,2773325.0,7.561933779849098,4.0,6757418.0,63.9,14.0,8.6,34.2,21.3,17.1,4.9,12.0,85.8,2.2,33.281862068965516,19.480625,18.45305882352941,20706.0
Bulgaria,2019.0,0.31042092669507426,,,,,,90.1496744095636,4.8352609583049855,0.16522499757022063,2.940033044999514,1.9098065895616678,0.31042092669507426,,,,,,45.55129320488801,46.65802810371646,2829946.0,7.7906786913955255,9670.0,6664177.0,63.4,14.0,8.3,33.9,21.3,17.5,5.0,13.0,84.7,2.2,29.102827586206896,17.84625,18.734647058823526,20578.0
Bulgaria,2019.0,0.31042092669507426,,,,,,90.1496744095636,4.8352609583049855,0.16522499757022063,2.940033044999514,1.9098065895616678,0.31042092669507426,,,,,,45.55129320488801,46.65802810371646,2829946.0,7.7906786913955255,5.3,6664177.0,63.4,14.0,8.3,33.9,21.3,17.5,5.0,13.0,84.7,2.2,29.102827586206896,17.84625,18.734647058823526,20578.0
Bulgaria,2020.0,0.2960752898911981,,,,,,90.05696530295184,4.5261522527187985,0.05696530295183843,3.195235629207664,2.16468151216986,0.2960752898911981,,,,,,46.51399505295694,41.19032511581878,2866763.0,12.295679831224277,9450.0,6569275.0,63.4,14.0,8.2,33.3,21.6,17.9,5.0,8.6,89.4,2.0,27.57648275862069,16.267,17.219647058823533,19310.0
Bulgaria,2020.0,0.2960752898911981,,,,,,90.05696530295184,4.5261522527187985,0.05696530295183843,3.195235629207664,2.16468151216986,0.2960752898911981,,,,,,46.51399505295694,41.19032511581878,2866763.0,12.295679831224277,-2.2,6569275.0,63.4,14.0,8.2,33.3,21.6,17.9,5.0,8.6,89.4,2.0,27.57648275862069,16.267,17.219647058823533,19310.0
Bulgaria,2021.0,0.27144339270101864,,,,,,89.08016589966479,4.647463212317482,0.17044486108743823,3.244133856030907,2.8577921708993808,0.27144339270101864,,,,,,47.90246404829738,38.88083367250034,2830464.0,13.21670227920228,10250.0,6532117.0,63.0,14.1,8.3,33.0,21.6,18.1,5.0,8.0,89.9,2.1,25.278620689655174,13.95975,16.278117647058824,17601.0
Bulgaria,2021.0,0.27144339270101864,,,,,,89.08016589966479,4.647463212317482,0.17044486108743823,3.244133856030907,2.8577921708993808,0.27144339270101864,,,,,,47.90246404829738,38.88083367250034,2830464.0,13.21670227920228,8.5,6532117.0,63.0,14.1,8.3,33.0,21.6,18.1,5.0,8.0,89.9,2.1,25.278620689655174,13.95975,16.278117647058824,17601.0
Bulgaria,2022.0,0.2771005682389652,,,,,,88.49215246636771,4.445067264573991,0.1625560538116592,3.1109865470852016,3.7892376681614346,0.2771005682389652,,,,,,48.48861337962846,37.702453450852445,2896777.0,13.808933169519088,10740.0,6482484.0,58.8,14.1,8.6,32.4,21.5,18.3,5.1,10.6,86.9,2.5,28.531620689655174,25.144714285714286,15.595882352941176,17840.0
Bulgaria,2022.0,0.2771005682389652,,,,,,88.49215246636771,4.445067264573991,0.1625560538116592,3.1109865470852016,3.7892376681614346,0.2771005682389652,,,,,,48.48861337962846,37.702453450852445,2896777.0,13.808933169519088,4.7,6482484.0,58.8,14.1,8.6,32.4,21.5,18.3,5.1,10.6,86.9,2.5,28.531620689655174,25.144714285714286,15.595882352941176,17840.0
Croatia,2010.0,,,15.03682487725041,22.606382978723406,,12.92962356792144,,,,,,,,15.03682487725041,22.606382978723406,,12.92962356792144,17.61998685075608,30.834976988823144,1521000.0,51.54503616042078,11440.0,,,,,,,,,10.7,83.7,5.6,26.665999999999997,,21.294,
Croatia,2010.0,,,15.03682487725041,22.606382978723406,,12.92962356792144,,,,,,,,15.03682487725041,22.606382978723406,,12.92962356792144,17.61998685075608,30.834976988823144,1521000.0,51.54503616042078,-1.1,,,,,,,,,10.7,83.7,5.6,26.665999999999997,,21.294,
Croatia,2013.0,,50.46982668615577,14.867404468573813,29.588640634788057,,5.074128210482355,97.66130716224681,0.3340989768218835,0.27145541866778033,1.7331384422635205,0.0,,50.46982668615577,14.867404468573813,29.588640634788057,,5.074128210482355,19.436580818891112,28.792377269902648,1448300.0,51.77104191120624,11270.0,,75.2,14.9,11.7,33.8,21.3,13.9,4.3,11.5,85.5,3.1,31.180600000000005,29.616500000000002,20.24225,4789.0
