STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,vehicle,Vehicles,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PL,Poland,2013,,15.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PL,Poland,2014,,15.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PL,Poland,2015,,14.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PL,Poland,2016,,13.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PL,Poland,2017,,13.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PL,Poland,2018,,12.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PL,Poland,2019,,12.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PL,Poland,2020,,7.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PL,Poland,2021,,7.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PL,Poland,2022,,9.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PL,Poland,2023,,9.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PT,Portugal,1990,,18.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PT,Portugal,1991,,18.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PT,Portugal,1992,,22.7,,be,"break in time series, estimated",,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PT,Portugal,1993,,19.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PT,Portugal,1994,,17.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PT,Portugal,1995,,16.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PT,Portugal,1996,,15.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PT,Portugal,1997,,13.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PT,Portugal,1998,,14.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PT,Portugal,1999,,13.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PT,Portugal,2000,,13.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PT,Portugal,2001,,12.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PT,Portugal,2002,,10.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PT,Portugal,2003,,11.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PT,Portugal,2004,,11.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PT,Portugal,2005,,6.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PT,Portugal,2006,,6.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PT,Portugal,2007,,6.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PT,Portugal,2008,,6.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PT,Portugal,2009,,6.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PT,Portugal,2010,,6.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PT,Portugal,2011,,5.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PT,Portugal,2012,,5.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PT,Portugal,2013,,5.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PT,Portugal,2014,,4.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PT,Portugal,2015,,5.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PT,Portugal,2016,,5.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PT,Portugal,2017,,6.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PT,Portugal,2018,,6.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PT,Portugal,2019,,6.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PT,Portugal,2020,,4.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PT,Portugal,2021,,5.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PT,Portugal,2022,,7.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",PT,Portugal,2023,,7.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RO,Romania,1995,,17.3,,be,"break in time series, estimated",,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RO,Romania,1996,,17.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RO,Romania,1997,,17.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RO,Romania,1998,,15.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RO,Romania,1999,,12.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RO,Romania,2000,,12.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RO,Romania,2001,,12.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RO,Romania,2002,,12.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RO,Romania,2003,,12.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RO,Romania,2004,,12.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RO,Romania,2005,,14.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RO,Romania,2006,,14.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RO,Romania,2007,,14.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RO,Romania,2008,,20.7,,be,"break in time series, estimated",,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RO,Romania,2009,,13.6,,be,"break in time series, estimated",,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RO,Romania,2010,,16.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RO,Romania,2011,,16.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RO,Romania,2012,,17.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RO,Romania,2013,,16.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RO,Romania,2014,,16.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RO,Romania,2015,,17.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RO,Romania,2016,,17.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RO,Romania,2017,,17.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RO,Romania,2018,,17.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RO,Romania,2019,,16.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RO,Romania,2020,,14.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RO,Romania,2021,,13.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RO,Romania,2022,,13.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RO,Romania,2023,,14.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RS,Serbia,2010,,13.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RS,Serbia,2011,,14.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RS,Serbia,2012,,14.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RS,Serbia,2013,,14.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RS,Serbia,2014,,13.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RS,Serbia,2015,,13.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RS,Serbia,2016,,12.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RS,Serbia,2017,,12.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RS,Serbia,2018,,13.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RS,Serbia,2019,,12.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RS,Serbia,2020,,10.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RS,Serbia,2021,,10.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RS,Serbia,2022,,12.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",RS,Serbia,2023,,12.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SE,Sweden,1990,,9.5,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SE,Sweden,1991,,9.5,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SE,Sweden,1992,,9.4,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SE,Sweden,1993,,9.3,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SE,Sweden,1994,,9.3,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SE,Sweden,1995,,9.3,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SE,Sweden,1996,,9.4,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SE,Sweden,1997,,9.4,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SE,Sweden,1998,,9.2,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SE,Sweden,1999,,9.0,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SE,Sweden,2000,,8.6,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SE,Sweden,2001,,8.3,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SE,Sweden,2002,,8.2,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SE,Sweden,2003,,8.0,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SE,Sweden,2004,,7.8,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SE,Sweden,2005,,7.6,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SE,Sweden,2006,,7.6,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SE,Sweden,2007,,7.4,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SE,Sweden,2008,,7.2,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SE,Sweden,2009,,7.1,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SE,Sweden,2010,,7.2,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SE,Sweden,2011,,7.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SE,Sweden,2012,,7.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SE,Sweden,2013,,7.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SE,Sweden,2014,,7.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SE,Sweden,2015,,7.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SE,Sweden,2016,,8.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SE,Sweden,2017,,8.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SE,Sweden,2018,,8.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SE,Sweden,2019,,8.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SE,Sweden,2020,,8.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SE,Sweden,2021,,8.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SE,Sweden,2022,,8.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SE,Sweden,2023,,7.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SI,Slovenia,1990,,30.6,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SI,Slovenia,1991,,29.3,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SI,Slovenia,1992,,23.0,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SI,Slovenia,1993,,21.1,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SI,Slovenia,1994,,20.4,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SI,Slovenia,1995,,19.5,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SI,Slovenia,1996,,18.9,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SI,Slovenia,1997,,18.2,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",SI,Slovenia,1998,,16.5,,,,,
