STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,vehicle,Vehicles,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",AT,Austria,1990,,11.0,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",AT,Austria,1991,,10.6,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",AT,Austria,1992,,10.5,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",AT,Austria,1993,,10.7,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",AT,Austria,1994,,10.6,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",AT,Austria,1995,,10.9,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",AT,Austria,1996,,10.7,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",AT,Austria,1997,,10.9,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",AT,Austria,1998,,10.9,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",AT,Austria,1999,,10.7,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",AT,Austria,2000,,11.0,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",AT,Austria,2001,,10.9,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",AT,Austria,2002,,10.9,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",AT,Austria,2003,,10.9,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",AT,Austria,2004,,11.0,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",AT,Austria,2005,,10.5,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",AT,Austria,2006,,10.4,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",AT,Austria,2007,,10.8,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",AT,Austria,2008,,11.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",AT,Austria,2009,,10.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",AT,Austria,2010,,10.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",AT,Austria,2011,,10.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",AT,Austria,2012,,10.0,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",AT,Austria,2013,,9.9,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",AT,Austria,2014,,9.9,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",AT,Austria,2015,,9.9,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",AT,Austria,2016,,9.9,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",AT,Austria,2017,,10.0,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",AT,Austria,2018,,9.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",AT,Austria,2019,,8.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",AT,Austria,2020,,9.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",AT,Austria,2021,,8.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",AT,Austria,2022,,9.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",AT,Austria,2023,,9.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BE,Belgium,1990,,10.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BE,Belgium,1991,,10.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BE,Belgium,1992,,10.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BE,Belgium,1993,,10.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BE,Belgium,1994,,11.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BE,Belgium,1995,,11.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BE,Belgium,1996,,11.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BE,Belgium,1997,,11.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BE,Belgium,1998,,11.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BE,Belgium,1999,,10.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BE,Belgium,2000,,10.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BE,Belgium,2001,,11.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BE,Belgium,2002,,11.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BE,Belgium,2003,,13.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BE,Belgium,2004,,13.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BE,Belgium,2005,,13.0,,b,break in time series,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BE,Belgium,2006,,13.2,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BE,Belgium,2007,,14.3,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BE,Belgium,2008,,14.4,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BE,Belgium,2009,,13.3,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BE,Belgium,2010,,12.3,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BE,Belgium,2011,,12.8,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BE,Belgium,2012,,12.4,,be,"break in time series, estimated",,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BE,Belgium,2013,,15.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BE,Belgium,2014,,11.5,,be,"break in time series, estimated",,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BE,Belgium,2015,,10.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BE,Belgium,2016,,10.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BE,Belgium,2017,,10.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BE,Belgium,2018,,10.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BE,Belgium,2019,,10.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BE,Belgium,2020,,8.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BE,Belgium,2021,,8.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BE,Belgium,2022,,9.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BE,Belgium,2023,,10.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BG,Bulgaria,1995,,29.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BG,Bulgaria,1996,,25.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BG,Bulgaria,1997,,24.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BG,Bulgaria,1998,,24.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BG,Bulgaria,1999,,21.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BG,Bulgaria,2000,,31.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BG,Bulgaria,2001,,32.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BG,Bulgaria,2002,,33.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BG,Bulgaria,2003,,28.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BG,Bulgaria,2004,,25.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BG,Bulgaria,2005,,24.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BG,Bulgaria,2006,,22.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BG,Bulgaria,2007,,21.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BG,Bulgaria,2008,,20.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BG,Bulgaria,2009,,16.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BG,Bulgaria,2010,,16.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BG,Bulgaria,2011,,15.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BG,Bulgaria,2012,,14.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BG,Bulgaria,2013,,14.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BG,Bulgaria,2014,,15.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BG,Bulgaria,2015,,14.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BG,Bulgaria,2016,,14.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BG,Bulgaria,2017,,13.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BG,Bulgaria,2018,,12.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BG,Bulgaria,2019,,13.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BG,Bulgaria,2020,,8.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BG,Bulgaria,2021,,8.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BG,Bulgaria,2022,,10.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",BG,Bulgaria,2023,,8.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",CH,Switzerland,1990,,3.7,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",CH,Switzerland,1991,,3.9,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",CH,Switzerland,1992,,4.0,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",CH,Switzerland,1993,,3.9,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",CH,Switzerland,1994,,4.0,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",CH,Switzerland,1995,,3.8,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",CH,Switzerland,1996,,3.6,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",CH,Switzerland,1997,,3.6,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",CH,Switzerland,1998,,5.3,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",CH,Switzerland,1999,,5.2,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",CH,Switzerland,2000,,5.2,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",CH,Switzerland,2001,,5.2,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",CH,Switzerland,2002,,5.1,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",CH,Switzerland,2003,,5.2,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",CH,Switzerland,2004,,5.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",CH,Switzerland,2005,,5.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",CH,Switzerland,2006,,5.6,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",CH,Switzerland,2007,,5.5,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",CH,Switzerland,2008,,5.2,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",CH,Switzerland,2009,,5.1,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",CH,Switzerland,2010,,5.1,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",CH,Switzerland,2011,,5.7,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",CH,Switzerland,2012,,5.7,,,,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",CH,Switzerland,2013,,5.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",CH,Switzerland,2014,,5.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",CH,Switzerland,2015,,5.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",CH,Switzerland,2016,,5.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",CH,Switzerland,2017,,5.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",CH,Switzerland,2018,,5.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",CH,Switzerland,2019,,6.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",CH,Switzerland,2020,,6.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",CH,Switzerland,2021,,6.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",CH,Switzerland,2022,,6.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_PSMOD(1.0),Modal split of inland passenger transport,A,Annual,PC,Percentage,BUS_TOT,"Motor coaches, buses and trolley buses",CH,Switzerland,2023,,6.3,,e,estimated,,
