STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,EE,Estonia,2016,,278049,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,EE,Estonia,2017,,296863,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,EE,Estonia,2018,,307388,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,EE,Estonia,2019,,307633,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,EE,Estonia,2020,,301860,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,EE,Estonia,2021,,303772,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,EE,Estonia,2022,,308313,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,EE,Estonia,2023,,305760,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,EE,Estonia,2024,,299035,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,ES,Spain,2014,,9013682,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,ES,Spain,2015,,9679325,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,ES,Spain,2016,,9787876,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,ES,Spain,2017,,11493038,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,ES,Spain,2018,,11450589,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,ES,Spain,2019,,11186420,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,ES,Spain,2020,,11001117,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,ES,Spain,2021,,10599892,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,ES,Spain,2022,,10209785,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,ES,Spain,2023,,9795595,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,ES,Spain,2024,,9380476,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,FI,Finland,2013,,1169000,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,FI,Finland,2014,,1238648,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,FI,Finland,2015,,1296824,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,FI,Finland,2016,,1352440,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,FI,Finland,2017,,1378865,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,FI,Finland,2018,,1393595,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,FI,Finland,2019,,1354600,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,FI,Finland,2020,,1338223,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,FI,Finland,2021,,1349270,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,FI,Finland,2022,,1340904,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,FI,Finland,2023,,1304937,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,FI,Finland,2024,,1274912,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,FR,France,2013,,11592701,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,FR,France,2014,,12087233,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,FR,France,2015,,12489729,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,FR,France,2016,,12891264,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,FR,France,2017,,14633337,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,FR,France,2018,,14621520,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,FR,France,2019,,14673268,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,FR,France,2020,,14954551,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,FR,France,2021,,15307040,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,FR,France,2022,,15480326,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,FR,France,2023,,15685697,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,GE,Georgia,2017,,495758,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,GE,Georgia,2018,,488532,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,GE,Georgia,2019,,432982,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,GE,Georgia,2020,,432982,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,GE,Georgia,2021,,420138,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,GE,Georgia,2022,,427780,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,GE,Georgia,2023,,452690,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,GE,Georgia,2024,,470286,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,HR,Croatia,2013,,782000,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,HR,Croatia,2014,,836000,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,HR,Croatia,2015,,738776,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,HR,Croatia,2016,,784321,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,HR,Croatia,2017,,811354,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,HR,Croatia,2018,,844975,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,HR,Croatia,2019,,884817,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,HR,Croatia,2020,,880437,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,HR,Croatia,2021,,881859,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,HR,Croatia,2022,,891109,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,HR,Croatia,2023,,885463,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,HR,Croatia,2024,,876774,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,HU,Hungary,2013,,1233501,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,HU,Hungary,2014,,1476985,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,HU,Hungary,2015,,1678745,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,HU,Hungary,2016,,1793815,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,HU,Hungary,2017,,1957207,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,HU,Hungary,2018,,2106737,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,HU,Hungary,2019,,2198488,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,HU,Hungary,2020,,2158520,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,HU,Hungary,2021,,2119121,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,HU,Hungary,2022,,2086727,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,HU,Hungary,2023,,2014527,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,HU,Hungary,2024,,1906329,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,IE,Ireland,2013,,431430,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,IE,Ireland,2014,,471900,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,IE,Ireland,2015,,512640,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,IE,Ireland,2016,,541260,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,IE,Ireland,2017,,737350,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,IE,Ireland,2018,,738990,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,IE,Ireland,2019,,679480,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,IE,Ireland,2020,,671780,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,IE,Ireland,2021,,665280,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,IE,Ireland,2022,,684050,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,IE,Ireland,2023,,711430,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,IS,Iceland,2021,,106660,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,IT,Italy,2013,,17389000,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,IT,Italy,2014,,18408545,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,IT,Italy,2015,,19293948,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,IT,Italy,2016,,20248385,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,IT,Italy,2017,,21318885,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,IT,Italy,2018,,21965599,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,IT,Italy,2019,,22629024,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,IT,Italy,2020,,23247531,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,IT,Italy,2021,,23489041,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,IT,Italy,2022,,23819479,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,IT,Italy,2023,,24147530,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LI,Liechtenstein,2013,,7290,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LI,Liechtenstein,2014,,7410,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LI,Liechtenstein,2015,,7545,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LI,Liechtenstein,2016,,7632,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LI,Liechtenstein,2017,,7814,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LI,Liechtenstein,2018,,7781,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LI,Liechtenstein,2019,,7812,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LI,Liechtenstein,2020,,7850,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LI,Liechtenstein,2021,,8037,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LI,Liechtenstein,2022,,8664,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LI,Liechtenstein,2023,,9142,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LI,Liechtenstein,2024,,9657,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LT,Lithuania,2013,,804006,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LT,Lithuania,2014,,723856,,b,break in time series,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LT,Lithuania,2015,,758176,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LT,Lithuania,2016,,801074,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LT,Lithuania,2017,,866331,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LT,Lithuania,2018,,909289,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LT,Lithuania,2019,,885780,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LT,Lithuania,2020,,882536,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LT,Lithuania,2021,,875795,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LT,Lithuania,2022,,885343,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LT,Lithuania,2023,,871062,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LT,Lithuania,2024,,842574,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LU,Luxembourg,2013,,51386,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LU,Luxembourg,2014,,55990,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LU,Luxembourg,2015,,61145,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LU,Luxembourg,2016,,65914,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LU,Luxembourg,2017,,71358,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LU,Luxembourg,2018,,75621,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LU,Luxembourg,2019,,78793,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LU,Luxembourg,2020,,83251,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LU,Luxembourg,2021,,87588,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LU,Luxembourg,2022,,91913,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LU,Luxembourg,2023,,95325,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LU,Luxembourg,2024,,98545,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LV,Latvia,2013,,454040,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LV,Latvia,2014,,328784,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LV,Latvia,2015,,345111,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LV,Latvia,2016,,357774,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LV,Latvia,2017,,394539,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LV,Latvia,2018,,412330,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LV,Latvia,2019,,411012,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LV,Latvia,2020,,409316,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LV,Latvia,2021,,419467,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LV,Latvia,2022,,416949,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LV,Latvia,2023,,407965,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,LV,Latvia,2024,,393084,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,MD,Moldova,2013,,350520,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,MD,Moldova,2014,,375927,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,MD,Moldova,2015,,409259,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,MD,Moldova,2016,,441363,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,MD,Moldova,2017,,457792,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,MD,Moldova,2018,,491518,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,MD,Moldova,2019,,524439,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,MD,Moldova,2020,,548668,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,MD,Moldova,2021,,573622,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,MD,Moldova,2022,,596758,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,MD,Moldova,2023,,624159,,,,,
dataflow,ESTAT:ROAD_EQS_CARAGE(1.0),Passenger cars by age,A,Annual,NR,Number,Y10-20,From 10 to 20 years,MD,Moldova,2024,,652676,,,,,
