STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,mot_nrg,Motor energy,engine,Engine capacity of vehicle,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,FR,France,2003,,16831000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,FR,France,2004,,16310000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,FR,France,2005,,15752000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,FR,France,2006,,15257000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,FR,France,2007,,14778000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,FR,France,2011,,13360159,,b,break in time series,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,FR,France,2012,,13030374,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,FR,France,2013,,12925652,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,FR,France,2014,,12948042,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,FR,France,2015,,13162270,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,FR,France,2016,,13516599,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,FR,France,2017,,14033219,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,FR,France,2018,,14679924,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,FR,France,2019,,15412701,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,FR,France,2020,,15901833,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,FR,France,2021,,16593808,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,FR,France,2022,,17102856,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,FR,France,2023,,17812574,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,GE,Georgia,2017,,428221,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,GE,Georgia,2018,,483724,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,GE,Georgia,2019,,574906,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,GE,Georgia,2020,,574906,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,GE,Georgia,2021,,689218,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,GE,Georgia,2022,,734399,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,GE,Georgia,2023,,812356,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,GE,Georgia,2024,,879530,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HR,Croatia,1993,,529000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HR,Croatia,1994,,572000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HR,Croatia,1995,,583000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HR,Croatia,1996,,681000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HR,Croatia,1997,,758000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HR,Croatia,1998,,809000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HR,Croatia,1999,,850000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HR,Croatia,2000,,891000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HR,Croatia,2001,,924000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HR,Croatia,2002,,935000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HR,Croatia,2003,,947000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HR,Croatia,2004,,950000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HR,Croatia,2005,,956000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HR,Croatia,2006,,970000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HR,Croatia,2007,,980000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HR,Croatia,2008,,987000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HR,Croatia,2009,,964000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HR,Croatia,2010,,938000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HR,Croatia,2011,,923000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HR,Croatia,2012,,849000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HR,Croatia,2013,,834000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HR,Croatia,2014,,814000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HR,Croatia,2015,,793531,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HR,Croatia,2016,,780226,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HR,Croatia,2017,,765062,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HR,Croatia,2018,,756203,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HR,Croatia,2019,,743923,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HR,Croatia,2020,,725077,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HR,Croatia,2021,,720180,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HR,Croatia,2022,,721802,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HR,Croatia,2023,,774526,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HR,Croatia,2024,,810143,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HU,Hungary,1990,,1929944,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HU,Hungary,1992,,1977000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HU,Hungary,1995,,2059570,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HU,Hungary,1996,,2070603,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HU,Hungary,1997,,2096138,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HU,Hungary,1998,,2009717,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HU,Hungary,1999,,2036000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HU,Hungary,2000,,2128000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HU,Hungary,2001,,2217000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HU,Hungary,2002,,2322000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HU,Hungary,2003,,2418000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HU,Hungary,2004,,2422000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HU,Hungary,2005,,2526000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HU,Hungary,2006,,2708000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HU,Hungary,2007,,2706000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HU,Hungary,2008,,2460000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HU,Hungary,2009,,2404240,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HU,Hungary,2010,,2356270,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HU,Hungary,2011,,2311040,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HU,Hungary,2012,,2279360,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HU,Hungary,2013,,2272281,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HU,Hungary,2014,,2266199,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HU,Hungary,2015,,2272447,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HU,Hungary,2016,,2301168,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HU,Hungary,2017,,2365797,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HU,Hungary,2018,,2445468,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HU,Hungary,2019,,2529572,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HU,Hungary,2020,,2567376,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HU,Hungary,2021,,2589639,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HU,Hungary,2022,,2593273,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HU,Hungary,2023,,2595144,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,HU,Hungary,2024,,2595118,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IE,Ireland,1985,,673000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IE,Ireland,1990,,721000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IE,Ireland,1992,,756941,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IE,Ireland,1993,,777628,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IE,Ireland,1994,,813537,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IE,Ireland,1995,,853600,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IE,Ireland,1996,,907700,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IE,Ireland,1997,,974000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IE,Ireland,1998,,1028100,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IE,Ireland,1999,,1095500,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IE,Ireland,2000,,1146000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IE,Ireland,2001,,1205000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IE,Ireland,2002,,1255000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IE,Ireland,2003,,1303000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IE,Ireland,2004,,1361000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IE,Ireland,2006,,1542000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IE,Ireland,2007,,1542000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IE,Ireland,2008,,1568550,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IE,Ireland,2009,,14966540,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IE,Ireland,2010,,1402380,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IE,Ireland,2011,,1339320,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IE,Ireland,2012,,1266760,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IE,Ireland,2013,,1221690,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IE,Ireland,2014,,1171220,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IE,Ireland,2015,,1120410,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IE,Ireland,2016,,1052220,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IE,Ireland,2017,,1002620,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IE,Ireland,2018,,957560,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IE,Ireland,2019,,939960,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IE,Ireland,2020,,925710,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IE,Ireland,2021,,927220,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IE,Ireland,2022,,952690,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IE,Ireland,2023,,1000580,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IE,Ireland,2024,,1092635,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IS,Iceland,1989,,119000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IS,Iceland,1990,,114000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IS,Iceland,1991,,115000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IS,Iceland,1992,,114000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IS,Iceland,1993,,110000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IS,Iceland,1994,,110000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IS,Iceland,1995,,113000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IS,Iceland,1996,,117000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IS,Iceland,1997,,123000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petroleum products,TOTAL,Total,IS,Iceland,1998,,129000,,,,,
