STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MK,North Macedonia,2016,,3230,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MK,North Macedonia,2017,,3188,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MK,North Macedonia,2018,,3201,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MK,North Macedonia,2019,,3144,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MK,North Macedonia,2020,,2612,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MK,North Macedonia,2021,,2946,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MK,North Macedonia,2022,,2868,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MK,North Macedonia,2023,,3832,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MT,Malta,1990,,978,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MT,Malta,1991,,430,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MT,Malta,1992,,474,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MT,Malta,1993,,936,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MT,Malta,1994,,964,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MT,Malta,1995,,1014,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MT,Malta,1996,,967,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MT,Malta,1997,,1077,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MT,Malta,1998,,1117,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MT,Malta,1999,,1133,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MT,Malta,2000,,1141,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MT,Malta,2001,,1125,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MT,Malta,2002,,1134,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MT,Malta,2005,,1629,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MT,Malta,2006,,1609,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MT,Malta,2007,,1672,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MT,Malta,2008,,1836,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MT,Malta,2009,,1820,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MT,Malta,2010,,1835,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MT,Malta,2011,,1749,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MT,Malta,2012,,1740,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MT,Malta,2013,,1705,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MT,Malta,2014,,1789,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MT,Malta,2015,,1955,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MT,Malta,2016,,1996,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MT,Malta,2017,,2070,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MT,Malta,2018,,2112,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MT,Malta,2019,,2275,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MT,Malta,2020,,2222,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MT,Malta,2021,,2325,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MT,Malta,2022,,2398,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MT,Malta,2023,,2501,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,MT,Malta,2024,,2620,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,1970,,9500,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,1975,,9800,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,1979,,10600,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,1980,,11200,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,1981,,11400,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,1982,,11500,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,1983,,11600,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,1984,,11500,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,1985,,11550,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,1986,,11530,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,1987,,11480,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,1988,,11700,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,1990,,12113,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,1991,,12427,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,1992,,12341,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,1993,,11500,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,1994,,11200,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,1995,,11500,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,1996,,11241,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,1997,,10801,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,1998,,11006,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,1999,,11210,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,2000,,11369,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,2001,,11326,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,2002,,11382,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,2003,,11344,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,2004,,11231,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,2005,,10995,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,2006,,10845,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,2007,,11091,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,2008,,11332,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,2009,,11634,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,2010,,11277,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,2011,,10986,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,2012,,10464,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,2013,,9922,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,2014,,9597,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,2015,,9411,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,2016,,9822,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,2017,,9914,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,2018,,9513,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,2019,,9699,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,2020,,9050,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,2021,,8532,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,2022,,8756,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,2023,,8675,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NL,Netherlands,2024,,9233,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NO,Norway,1975,,8714,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NO,Norway,1980,,11919,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NO,Norway,1985,,17082,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NO,Norway,1989,,20198,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NO,Norway,1990,,21222,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NO,Norway,1991,,23288,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NO,Norway,1992,,26760,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NO,Norway,1993,,29124,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NO,Norway,1994,,30547,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NO,Norway,1995,,32515,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NO,Norway,1996,,33959,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NO,Norway,1997,,35171,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NO,Norway,1998,,36218,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NO,Norway,1999,,37039,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NO,Norway,2000,,36686,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NO,Norway,2004,,30592,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NO,Norway,2005,,28783,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NO,Norway,2006,,26954,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NO,Norway,2007,,25204,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NO,Norway,2008,,23324,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NO,Norway,2009,,21474,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NO,Norway,2010,,20348,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NO,Norway,2011,,19240,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NO,Norway,2012,,18220,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NO,Norway,2013,,17584,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NO,Norway,2014,,17111,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NO,Norway,2015,,16668,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NO,Norway,2016,,16258,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NO,Norway,2017,,16041,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NO,Norway,2018,,15634,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NO,Norway,2019,,15867,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NO,Norway,2020,,16086,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NO,Norway,2021,,15591,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NO,Norway,2022,,15124,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NO,Norway,2023,,14587,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,NO,Norway,2024,,14480,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,PL,Poland,1990,,92403,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,PL,Poland,1991,,86951,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,PL,Poland,1992,,86578,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,PL,Poland,1993,,86154,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,PL,Poland,1994,,86852,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,PL,Poland,1995,,85413,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,PL,Poland,1996,,85596,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,PL,Poland,1997,,81788,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,PL,Poland,1998,,80827,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,PL,Poland,1999,,78958,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,PL,Poland,2000,,82590,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,PL,Poland,2001,,82500,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,PL,Poland,2002,,83389,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,PL,Poland,2003,,82769,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,PL,Poland,2004,,82845,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,PL,Poland,2005,,80175,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,PL,Poland,2006,,83668,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,PL,Poland,2007,,87999,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,PL,Poland,2008,,92792,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,PL,Poland,2009,,95745,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,PL,Poland,2010,,97371,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,PL,Poland,2011,,100488,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,PL,Poland,2012,,100175,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,PL,Poland,2013,,102602,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,PL,Poland,2014,,106387,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,PL,Poland,2015,,88733,,b,break in time series,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,PL,Poland,2016,,89555,,i,value imputed by Eurostat or other receiving agencies,,
