STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AL,Albania,2013,,5676,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AL,Albania,2014,,6048,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AL,Albania,2015,,6421,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AL,Albania,2016,,7049,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AL,Albania,2017,,6583,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AL,Albania,2018,,7146,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AL,Albania,2019,,7535,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AL,Albania,2020,,7627,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AL,Albania,2021,,7867,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AL,Albania,2022,,8211,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AL,Albania,2023,,8562,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AL,Albania,2024,,8886,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AT,Austria,1989,,9405,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AT,Austria,1990,,9402,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AT,Austria,1991,,9269,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AT,Austria,1992,,9375,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AT,Austria,1993,,9483,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AT,Austria,1994,,9598,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AT,Austria,1995,,9752,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AT,Austria,1996,,9740,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AT,Austria,1997,,9718,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AT,Austria,1998,,9675,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AT,Austria,1999,,9834,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AT,Austria,2000,,9918,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AT,Austria,2001,,9902,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AT,Austria,2002,,9179,,b,break in time series,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AT,Austria,2003,,9231,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AT,Austria,2004,,9408,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AT,Austria,2005,,9301,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AT,Austria,2006,,9297,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AT,Austria,2007,,9299,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AT,Austria,2008,,9368,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AT,Austria,2009,,9599,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AT,Austria,2010,,9648,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AT,Austria,2011,,9602,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AT,Austria,2012,,9546,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AT,Austria,2013,,9579,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AT,Austria,2014,,9585,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AT,Austria,2015,,9679,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AT,Austria,2016,,9825,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AT,Austria,2017,,9956,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AT,Austria,2018,,10037,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AT,Austria,2019,,10148,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AT,Austria,2020,,10064,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AT,Austria,2021,,10136,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AT,Austria,2022,,10373,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AT,Austria,2023,,10632,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,AT,Austria,2024,,10734,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BA,Bosnia and Herzegovina,2013,,4036,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BA,Bosnia and Herzegovina,2014,,4127,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BA,Bosnia and Herzegovina,2015,,4196,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BA,Bosnia and Herzegovina,2016,,4307,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BA,Bosnia and Herzegovina,2017,,4394,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BA,Bosnia and Herzegovina,2018,,5212,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BA,Bosnia and Herzegovina,2019,,4458,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BA,Bosnia and Herzegovina,2020,,3615,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BA,Bosnia and Herzegovina,2021,,3944,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BA,Bosnia and Herzegovina,2022,,4198,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BA,Bosnia and Herzegovina,2023,,4258,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BA,Bosnia and Herzegovina,2024,,4316,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,1970,,16169,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,1975,,19553,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,1979,,19753,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,1980,,19560,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,1981,,18948,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,1982,,18744,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,1983,,17866,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,1984,,17170,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,1985,,16817,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,1986,,16449,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,1987,,16095,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,1988,,15811,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,1989,,15831,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,1990,,15644,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,1991,,15378,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,1992,,14930,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,1993,,14794,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,1994,,14880,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,1995,,14667,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,1996,,14660,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,1997,,14667,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,1998,,14588,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,1999,,14673,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2000,,14722,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2001,,14676,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2002,,14769,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2003,,15060,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2004,,15328,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2005,,15391,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2006,,15329,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2007,,15479,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2008,,15992,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2009,,16061,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2010,,16226,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2011,,16100,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2012,,16031,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2013,,16269,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2014,,16786,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2015,,17077,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2016,,15981,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2017,,16001,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2018,,16182,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2019,,16443,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2020,,16477,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2021,,16616,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2022,,16392,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2023,,16499,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BE,Belgium,2024,,16526,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,1970,,205,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,1975,,234,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,1980,,267,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,1985,,24923,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,1990,,34599,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,1994,,41432,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,1995,,41839,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,1996,,41642,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,1997,,41202,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,1998,,42264,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,1999,,42721,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2000,,43005,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2001,,43566,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2002,,43860,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2003,,44348,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2004,,36630,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2005,,37776,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2006,,22755,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2007,,23883,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2008,,25249,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2009,,25091,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2010,,24457,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2011,,23651,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2012,,23289,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2013,,23259,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2014,,23603,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2015,,24010,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2016,,23365,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2017,,21018,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2018,,20818,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2019,,20687,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2020,,19450,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2021,,17731,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2022,,17963,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2023,,18392,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,BG,Bulgaria,2024,,18351,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,1989,,12052,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,1990,,12504,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,1991,,13392,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,1992,,13509,,,,,
dataflow,ESTAT:ROAD_EQS_BUSAGE(1.0),"Motor coaches, buses and trolley buses by age",A,Annual,NR,Number,TOTAL,Total,CH,Switzerland,1993,,13557,,,,,
